sales_month,naics_code,kind_of_business,reason_for_null, sales 
11/1/1996,722511,Full service restaurants,-,8972.00
11/1/1996,"722513, 722514, 722515",Limited service eating places,-,8611.00
11/1/1996,,Retail sales and food services excl motor vehicle and parts,-,175816.00
11/1/1996,,GAFO(1),-,65498.00
11/1/1996,,Retail sales and food services excl gasoline stations,-,207716.00
11/1/1996,,"Retail and food services sales, total",-,223953.00
11/1/1996,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,155484.00
11/1/1996,,"Retail sales, total",-,203621.00
11/1/1996,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,159579.00
12/1/1996,441,Motor vehicle and parts dealers,-,46238.00
12/1/1996,4411,Automobile dealers,-,40109.00
12/1/1996,"4411, 4412",Automobile and other motor vehicle dealers,-,41820.00
12/1/1996,44111,New car dealers,-,37103.00
12/1/1996,44112,Used car dealers,-,3006.00
12/1/1996,4413,"Automotive parts, acc., and tire stores",-,4418.00
12/1/1996,442,Furniture and home furnishings stores,-,6734.00
12/1/1996,"442, 443","Furniture, home furn, electronics, and appliance stores",-,16848.00
12/1/1996,4421,Furniture stores,-,3649.00
12/1/1996,4422,Home furnishings stores,-,3085.00
12/1/1996,44221,Floor covering stores,-,1249.00
12/1/1996,442299,All other home furnishings stores,Not Available,0.00
12/1/1996,443,Electronics and appliance stores,-,10114.00
12/1/1996,443141,Household appliance stores,-,1100.00
12/1/1996,443142,Electronics stores,Not Available,0.00
12/1/1996,444,Building mat. and garden equip. and supplies dealers,-,13521.00
12/1/1996,4441,Building mat. and supplies dealers,-,11481.00
12/1/1996,44412,Paint and wallpaper stores,Not Available,0.00
12/1/1996,44413,Hardware stores,-,1224.00
12/1/1996,445,Food and beverage stores,-,36460.00
12/1/1996,4451,Grocery stores,-,32454.00
12/1/1996,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
12/1/1996,4453,"Beer, wine, and liquor stores",-,2547.00
12/1/1996,446,Health and personal care stores,-,11302.00
12/1/1996,44611,Pharmacies and drug stores,-,9701.00
12/1/1996,447,Gasoline stations,-,16575.00
12/1/1996,448,Clothing and clothing access. stores,-,19944.00
12/1/1996,4481,Clothing stores,-,13008.00
12/1/1996,44811,Men's clothing stores,-,1420.00
12/1/1996,44812,Women's clothing stores,-,3665.00
12/1/1996,44814,Family clothing stores,-,6197.00
12/1/1996,44819,Other clothing stores,Not Available,0.00
12/1/1996,4482,Shoe stores,-,2232.00
12/1/1996,44831,Jewelry stores,-,4464.00
12/1/1996,451,"Sporting goods, hobby, musical instrument, and book stores",-,8847.00
12/1/1996,45111,Sporting goods stores,-,2675.00
12/1/1996,45112,"Hobby, toy, and game stores",-,4073.00
12/1/1996,451211,Book stores,-,1599.00
12/1/1996,452,General merchandise stores,-,44464.00
12/1/1996,4521,Department stores,-,31619.00
12/1/1996,452111,Department stores(excl. discount department stores),-,15184.00
12/1/1996,452112,Discount dept. stores,-,16435.00
12/1/1996,4529,Other general merchandise stores,-,12845.00
12/1/1996,45291,Warehouse clubs and superstores,-,9019.00
12/1/1996,45299,All other gen. merchandise stores,-,3826.00
12/1/1996,453,Miscellaneous store retailers,-,9379.00
12/1/1996,4532,"Office supplies, stationery, and gift stores",-,4480.00
12/1/1996,45321,Office supplies and stationery stores,-,1594.00
12/1/1996,45322,"Gift, novelty, and souvenir stores",-,2886.00
12/1/1996,45330,Used merchandise stores,-,705.00
12/1/1996,454,Nonstore retailers,-,13900.00
12/1/1996,4541,Electronic shopping and mail-order houses,-,7854.00
12/1/1996,45431,Fuel dealers,-,2650.00
12/1/1996,722,Food services and drinking places,-,20603.00
12/1/1996,7224,Drinking places,-,1116.00
12/1/1996,7225,Restaurants and other eating places,-,17813.00
12/1/1996,722511,Full service restaurants,-,8888.00
12/1/1996,"722513, 722514, 722515",Limited service eating places,-,8925.00
12/1/1996,,Retail sales and food services excl motor vehicle and parts,-,211843.00
12/1/1996,,"Retail and food services sales, total",-,258081.00
12/1/1996,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,195268.00
12/1/1996,,"Retail sales, total",-,237478.00
12/1/1996,,Retail sales and food services excl gasoline stations,-,241506.00
12/1/1996,,GAFO(1),-,94583.00
12/1/1996,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,191240.00
1/1/1997,441,Motor vehicle and parts dealers,-,48395.00
1/1/1997,4411,Automobile dealers,-,42327.00
1/1/1997,"4411, 4412",Automobile and other motor vehicle dealers,-,44005.00
1/1/1997,44111,New car dealers,-,38950.00
1/1/1997,44112,Used car dealers,-,3377.00
1/1/1997,4413,"Automotive parts, acc., and tire stores",-,4390.00
1/1/1997,442,Furniture and home furnishings stores,-,5311.00
1/1/1997,"442, 443","Furniture, home furn, electronics, and appliance stores",-,11120.00
1/1/1997,4421,Furniture stores,-,3233.00
1/1/1997,4422,Home furnishings stores,-,2078.00
1/1/1997,44221,Floor covering stores,-,1162.00
1/1/1997,442299,All other home furnishings stores,Not Available,0.00
1/1/1997,443,Electronics and appliance stores,-,5809.00
1/1/1997,443141,Household appliance stores,-,778.00
1/1/1997,443142,Electronics stores,-,5031.00
1/1/1997,444,Building mat. and garden equip. and supplies dealers,-,12505.00
1/1/1997,4441,Building mat. and supplies dealers,-,10767.00
1/1/1997,44412,Paint and wallpaper stores,Not Available,0.00
1/1/1997,44413,Hardware stores,-,997.00
1/1/1997,445,Food and beverage stores,-,33175.00
1/1/1997,4451,Grocery stores,-,30534.00
1/1/1997,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
1/1/1997,4453,"Beer, wine, and liquor stores",-,1706.00
1/1/1997,446,Health and personal care stores,-,9306.00
1/1/1997,44611,Pharmacies and drug stores,-,7889.00
1/1/1997,447,Gasoline stations,-,15956.00
1/1/1997,448,Clothing and clothing access. stores,-,8194.00
1/1/1997,4481,Clothing stores,-,5785.00
1/1/1997,44811,Men's clothing stores,-,697.00
1/1/1997,44812,Women's clothing stores,-,1699.00
1/1/1997,44814,Family clothing stores,-,2487.00
1/1/1997,44819,Other clothing stores,Not Available,0.00
1/1/1997,4482,Shoe stores,-,1279.00
1/1/1997,44831,Jewelry stores,-,1034.00
1/1/1997,451,"Sporting goods, hobby, musical instrument, and book stores",-,4311.00
1/1/1997,45111,Sporting goods stores,-,1337.00
1/1/1997,45112,"Hobby, toy, and game stores",-,730.00
1/1/1997,451211,Book stores,-,1558.00
1/1/1997,452,General merchandise stores,-,21164.00
1/1/1997,4521,Department stores,-,13463.00
1/1/1997,452111,Department stores(excl. discount department stores),-,5528.00
1/1/1997,452112,Discount dept. stores,-,7935.00
1/1/1997,4529,Other general merchandise stores,-,7701.00
1/1/1997,45291,Warehouse clubs and superstores,-,5696.00
1/1/1997,45299,All other gen. merchandise stores,-,2005.00
1/1/1997,453,Miscellaneous store retailers,-,6415.00
1/1/1997,4532,"Office supplies, stationery, and gift stores",-,2620.00
1/1/1997,45321,Office supplies and stationery stores,-,1686.00
1/1/1997,45322,"Gift, novelty, and souvenir stores",-,934.00
1/1/1997,45330,Used merchandise stores,-,621.00
1/1/1997,454,Nonstore retailers,-,10532.00
1/1/1997,4541,Electronic shopping and mail-order houses,-,5042.00
1/1/1997,45431,Fuel dealers,-,3016.00
1/1/1997,722,Food services and drinking places,-,19316.00
1/1/1997,7224,Drinking places,-,1051.00
1/1/1997,7225,Restaurants and other eating places,-,16718.00
1/1/1997,722511,Full service restaurants,-,8658.00
1/1/1997,"722513, 722514, 722515",Limited service eating places,-,8060.00
1/1/1997,,"Retail and food services sales, total",-,200389.00
1/1/1997,,Retail sales and food services excl motor vehicle and parts,-,151994.00
1/1/1997,,Retail sales and food services excl gasoline stations,-,184433.00
1/1/1997,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,136038.00
1/1/1997,,"Retail sales, total",-,181073.00
1/1/1997,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,132678.00
1/1/1997,,GAFO(1),-,47409.00
2/1/1997,441,Motor vehicle and parts dealers,-,50126.00
2/1/1997,4411,Automobile dealers,-,43870.00
2/1/1997,"4411, 4412",Automobile and other motor vehicle dealers,-,45910.00
2/1/1997,44111,New car dealers,-,40036.00
2/1/1997,44112,Used car dealers,-,3834.00
2/1/1997,4413,"Automotive parts, acc., and tire stores",-,4216.00
2/1/1997,442,Furniture and home furnishings stores,-,5116.00
2/1/1997,"442, 443","Furniture, home furn, electronics, and appliance stores",-,10671.00
2/1/1997,4421,Furniture stores,-,3114.00
2/1/1997,4422,Home furnishings stores,-,2002.00
2/1/1997,44221,Floor covering stores,-,1127.00
2/1/1997,442299,All other home furnishings stores,Not Available,0.00
2/1/1997,443,Electronics and appliance stores,-,5555.00
2/1/1997,443141,Household appliance stores,-,724.00
2/1/1997,443142,Electronics stores,-,4831.00
2/1/1997,444,Building mat. and garden equip. and supplies dealers,-,12534.00
2/1/1997,4441,Building mat. and supplies dealers,-,10740.00
2/1/1997,44412,Paint and wallpaper stores,Not Available,0.00
2/1/1997,44413,Hardware stores,-,875.00
2/1/1997,445,Food and beverage stores,-,30538.00
2/1/1997,4451,Grocery stores,-,27985.00
2/1/1997,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
2/1/1997,4453,"Beer, wine, and liquor stores",-,1621.00
2/1/1997,446,Health and personal care stores,-,9022.00
2/1/1997,44611,Pharmacies and drug stores,-,7615.00
2/1/1997,447,Gasoline stations,-,14912.00
2/1/1997,448,Clothing and clothing access. stores,-,8835.00
2/1/1997,4481,Clothing stores,-,5902.00
2/1/1997,44811,Men's clothing stores,-,633.00
2/1/1997,44812,Women's clothing stores,-,1813.00
2/1/1997,44814,Family clothing stores,-,2542.00
2/1/1997,44819,Other clothing stores,Not Available,0.00
2/1/1997,4482,Shoe stores,-,1429.00
2/1/1997,44831,Jewelry stores,-,1400.00
2/1/1997,451,"Sporting goods, hobby, musical instrument, and book stores",-,3588.00
2/1/1997,45111,Sporting goods stores,-,1331.00
2/1/1997,45112,"Hobby, toy, and game stores",-,791.00
2/1/1997,451211,Book stores,-,825.00
2/1/1997,452,General merchandise stores,-,21560.00
2/1/1997,4521,Department stores,-,14077.00
2/1/1997,452111,Department stores(excl. discount department stores),-,5880.00
2/1/1997,452112,Discount dept. stores,-,8197.00
2/1/1997,4529,Other general merchandise stores,-,7483.00
2/1/1997,45291,Warehouse clubs and superstores,-,5434.00
2/1/1997,45299,All other gen. merchandise stores,-,2049.00
2/1/1997,453,Miscellaneous store retailers,-,6829.00
2/1/1997,4532,"Office supplies, stationery, and gift stores",-,2632.00
2/1/1997,45321,Office supplies and stationery stores,-,1448.00
2/1/1997,45322,"Gift, novelty, and souvenir stores",-,1184.00
2/1/1997,45330,Used merchandise stores,-,687.00
2/1/1997,454,Nonstore retailers,-,9813.00
2/1/1997,4541,Electronic shopping and mail-order houses,-,4577.00
2/1/1997,45431,Fuel dealers,-,2311.00
2/1/1997,722,Food services and drinking places,-,19128.00
2/1/1997,7224,Drinking places,-,1000.00
2/1/1997,7225,Restaurants and other eating places,-,16625.00
2/1/1997,722511,Full service restaurants,-,8610.00
2/1/1997,"722513, 722514, 722515",Limited service eating places,-,8015.00
2/1/1997,,"Retail and food services sales, total",-,197556.00
2/1/1997,,GAFO(1),-,47286.00
2/1/1997,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,128302.00
2/1/1997,,"Retail sales, total",-,178428.00
2/1/1997,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,132518.00
2/1/1997,,Retail sales and food services excl gasoline stations,-,182644.00
2/1/1997,,Retail sales and food services excl motor vehicle and parts,-,147430.00
3/1/1997,441,Motor vehicle and parts dealers,-,57665.00
3/1/1997,4411,Automobile dealers,-,50056.00
3/1/1997,"4411, 4412",Automobile and other motor vehicle dealers,-,52878.00
3/1/1997,44111,New car dealers,-,45967.00
3/1/1997,44112,Used car dealers,-,4089.00
3/1/1997,4413,"Automotive parts, acc., and tire stores",-,4787.00
3/1/1997,442,Furniture and home furnishings stores,-,5715.00
3/1/1997,"442, 443","Furniture, home furn, electronics, and appliance stores",-,11719.00
3/1/1997,4421,Furniture stores,-,3368.00
3/1/1997,4422,Home furnishings stores,-,2347.00
3/1/1997,44221,Floor covering stores,-,1298.00
3/1/1997,442299,All other home furnishings stores,Not Available,0.00
3/1/1997,443,Electronics and appliance stores,-,6004.00
3/1/1997,443141,Household appliance stores,-,809.00
3/1/1997,443142,Electronics stores,-,5195.00
3/1/1997,444,Building mat. and garden equip. and supplies dealers,-,15084.00
3/1/1997,4441,Building mat. and supplies dealers,-,12563.00
3/1/1997,44412,Paint and wallpaper stores,Not Available,0.00
3/1/1997,44413,Hardware stores,-,1020.00
3/1/1997,445,Food and beverage stores,-,34446.00
3/1/1997,4451,Grocery stores,-,31513.00
3/1/1997,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
3/1/1997,4453,"Beer, wine, and liquor stores",-,1853.00
3/1/1997,446,Health and personal care stores,-,9962.00
3/1/1997,44611,Pharmacies and drug stores,-,8330.00
3/1/1997,447,Gasoline stations,-,16562.00
3/1/1997,448,Clothing and clothing access. stores,-,10840.00
3/1/1997,4481,Clothing stores,-,7640.00
3/1/1997,44811,Men's clothing stores,-,746.00
3/1/1997,44812,Women's clothing stores,-,2353.00
3/1/1997,44814,Family clothing stores,-,3396.00
3/1/1997,44819,Other clothing stores,Not Available,0.00
3/1/1997,4482,Shoe stores,-,1902.00
3/1/1997,44831,Jewelry stores,-,1175.00
3/1/1997,451,"Sporting goods, hobby, musical instrument, and book stores",-,4209.00
3/1/1997,45111,Sporting goods stores,-,1609.00
3/1/1997,45112,"Hobby, toy, and game stores",-,1032.00
3/1/1997,451211,Book stores,-,813.00
3/1/1997,452,General merchandise stores,-,25681.00
3/1/1997,4521,Department stores,-,17084.00
3/1/1997,452111,Department stores(excl. discount department stores),-,7143.00
3/1/1997,452112,Discount dept. stores,-,9941.00
3/1/1997,4529,Other general merchandise stores,-,8597.00
3/1/1997,45291,Warehouse clubs and superstores,-,6243.00
3/1/1997,45299,All other gen. merchandise stores,-,2354.00
3/1/1997,453,Miscellaneous store retailers,-,6975.00
3/1/1997,4532,"Office supplies, stationery, and gift stores",-,2596.00
3/1/1997,45321,Office supplies and stationery stores,-,1394.00
3/1/1997,45322,"Gift, novelty, and souvenir stores",-,1202.00
3/1/1997,45330,Used merchandise stores,-,620.00
3/1/1997,454,Nonstore retailers,-,10607.00
3/1/1997,4541,Electronic shopping and mail-order houses,-,5594.00
3/1/1997,45431,Fuel dealers,-,1996.00
3/1/1997,722,Food services and drinking places,-,21383.00
3/1/1997,7224,Drinking places,-,1102.00
3/1/1997,7225,Restaurants and other eating places,-,18627.00
3/1/1997,722511,Full service restaurants,-,9559.00
3/1/1997,"722513, 722514, 722515",Limited service eating places,-,9068.00
3/1/1997,,"Retail and food services sales, total",-,225133.00
3/1/1997,,Retail sales and food services excl motor vehicle and parts,-,167468.00
3/1/1997,,"Retail sales, total",-,203750.00
3/1/1997,,GAFO(1),-,55045.00
3/1/1997,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,146085.00
3/1/1997,,Retail sales and food services excl gasoline stations,-,208571.00
3/1/1997,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,150906.00
4/1/1997,441,Motor vehicle and parts dealers,-,56305.00
4/1/1997,4411,Automobile dealers,-,48221.00
4/1/1997,"4411, 4412",Automobile and other motor vehicle dealers,-,51308.00
4/1/1997,44111,New car dealers,-,44106.00
4/1/1997,44112,Used car dealers,-,4115.00
4/1/1997,4413,"Automotive parts, acc., and tire stores",-,4997.00
4/1/1997,442,Furniture and home furnishings stores,-,5670.00
4/1/1997,"442, 443","Furniture, home furn, electronics, and appliance stores",-,11351.00
4/1/1997,4421,Furniture stores,-,3250.00
4/1/1997,4422,Home furnishings stores,-,2420.00
4/1/1997,44221,Floor covering stores,-,1345.00
4/1/1997,442299,All other home furnishings stores,Not Available,0.00
4/1/1997,443,Electronics and appliance stores,-,5681.00
4/1/1997,443141,Household appliance stores,-,792.00
4/1/1997,443142,Electronics stores,-,4889.00
4/1/1997,444,Building mat. and garden equip. and supplies dealers,-,17183.00
4/1/1997,4441,Building mat. and supplies dealers,-,14083.00
4/1/1997,44412,Paint and wallpaper stores,Not Available,0.00
