sales_month,naics_code,kind_of_business,reason_for_null, sales 
4/1/1996,44412,Paint and wallpaper stores,Not Available,0.00
4/1/1996,44413,Hardware stores,-,1247.00
4/1/1996,445,Food and beverage stores,-,32158.00
4/1/1996,4451,Grocery stores,-,29344.00
4/1/1996,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
4/1/1996,4453,"Beer, wine, and liquor stores",-,1798.00
4/1/1996,446,Health and personal care stores,-,8904.00
4/1/1996,44611,Pharmacies and drug stores,-,7425.00
4/1/1996,447,Gasoline stations,-,16024.00
4/1/1996,448,Clothing and clothing access. stores,-,10570.00
4/1/1996,4481,Clothing stores,-,7278.00
4/1/1996,44811,Men's clothing stores,-,718.00
4/1/1996,44812,Women's clothing stores,-,2346.00
4/1/1996,44814,Family clothing stores,-,3175.00
4/1/1996,44819,Other clothing stores,Not Available,0.00
4/1/1996,4482,Shoe stores,-,1857.00
4/1/1996,44831,Jewelry stores,-,1347.00
4/1/1996,451,"Sporting goods, hobby, musical instrument, and book stores",-,4096.00
4/1/1996,45111,Sporting goods stores,-,1702.00
4/1/1996,45112,"Hobby, toy, and game stores",-,862.00
4/1/1996,451211,Book stores,-,750.00
4/1/1996,452,General merchandise stores,-,23755.00
4/1/1996,4521,Department stores,-,15957.00
4/1/1996,452111,Department stores(excl. discount department stores),-,6754.00
4/1/1996,452112,Discount dept. stores,-,9203.00
4/1/1996,4529,Other general merchandise stores,-,7798.00
4/1/1996,45291,Warehouse clubs and superstores,-,5474.00
4/1/1996,45299,All other gen. merchandise stores,-,2324.00
4/1/1996,453,Miscellaneous store retailers,-,6509.00
4/1/1996,4532,"Office supplies, stationery, and gift stores",-,2133.00
4/1/1996,45321,Office supplies and stationery stores,-,1131.00
4/1/1996,45322,"Gift, novelty, and souvenir stores",-,1002.00
4/1/1996,45330,Used merchandise stores,-,598.00
4/1/1996,454,Nonstore retailers,-,9182.00
4/1/1996,4541,Electronic shopping and mail-order houses,-,4566.00
4/1/1996,45431,Fuel dealers,-,1731.00
4/1/1996,722,Food services and drinking places,-,19832.00
4/1/1996,7224,Drinking places,-,1050.00
4/1/1996,7225,Restaurants and other eating places,-,17200.00
4/1/1996,722511,Full service restaurants,-,8469.00
4/1/1996,"722513, 722514, 722515",Limited service eating places,-,8731.00
4/1/1996,,"Retail and food services sales, total",-,211718.00
4/1/1996,,Retail sales and food services excl motor vehicle and parts,-,157622.00
4/1/1996,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,141598.00
4/1/1996,,Retail sales and food services excl gasoline stations,-,195694.00
4/1/1996,,GAFO(1),-,51479.00
4/1/1996,,"Retail sales, total",-,191886.00
4/1/1996,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,137790.00
5/1/1996,441,Motor vehicle and parts dealers,-,58150.00
5/1/1996,4411,Automobile dealers,-,50252.00
5/1/1996,"4411, 4412",Automobile and other motor vehicle dealers,-,53269.00
5/1/1996,44111,New car dealers,-,46525.00
5/1/1996,44112,Used car dealers,-,3727.00
5/1/1996,4413,"Automotive parts, acc., and tire stores",-,4881.00
5/1/1996,442,Furniture and home furnishings stores,-,5603.00
5/1/1996,"442, 443","Furniture, home furn, electronics, and appliance stores",-,11517.00
5/1/1996,4421,Furniture stores,-,3278.00
5/1/1996,4422,Home furnishings stores,-,2325.00
5/1/1996,44221,Floor covering stores,-,1242.00
5/1/1996,442299,All other home furnishings stores,Not Available,0.00
5/1/1996,443,Electronics and appliance stores,-,5914.00
5/1/1996,443141,Household appliance stores,-,858.00
5/1/1996,443142,Electronics stores,Not Available,0.00
5/1/1996,444,Building mat. and garden equip. and supplies dealers,-,16952.00
5/1/1996,4441,Building mat. and supplies dealers,-,13919.00
5/1/1996,44412,Paint and wallpaper stores,Not Available,0.00
5/1/1996,44413,Hardware stores,-,1364.00
5/1/1996,445,Food and beverage stores,-,34382.00
5/1/1996,4451,Grocery stores,-,31364.00
5/1/1996,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
5/1/1996,4453,"Beer, wine, and liquor stores",-,1957.00
5/1/1996,446,Health and personal care stores,-,9366.00
5/1/1996,44611,Pharmacies and drug stores,-,7755.00
5/1/1996,447,Gasoline stations,-,17428.00
5/1/1996,448,Clothing and clothing access. stores,-,11405.00
5/1/1996,4481,Clothing stores,-,7648.00
5/1/1996,44811,Men's clothing stores,-,774.00
5/1/1996,44812,Women's clothing stores,-,2552.00
5/1/1996,44814,Family clothing stores,-,3275.00
5/1/1996,44819,Other clothing stores,Not Available,0.00
5/1/1996,4482,Shoe stores,-,1889.00
5/1/1996,44831,Jewelry stores,-,1755.00
5/1/1996,451,"Sporting goods, hobby, musical instrument, and book stores",-,4042.00
5/1/1996,45111,Sporting goods stores,-,1773.00
5/1/1996,45112,"Hobby, toy, and game stores",-,669.00
5/1/1996,451211,Book stores,-,853.00
5/1/1996,452,General merchandise stores,-,26154.00
5/1/1996,4521,Department stores,-,17454.00
5/1/1996,452111,Department stores(excl. discount department stores),-,7289.00
5/1/1996,452112,Discount dept. stores,-,10165.00
5/1/1996,4529,Other general merchandise stores,-,8700.00
5/1/1996,45291,Warehouse clubs and superstores,-,6125.00
5/1/1996,45299,All other gen. merchandise stores,-,2575.00
5/1/1996,453,Miscellaneous store retailers,-,7520.00
5/1/1996,4532,"Office supplies, stationery, and gift stores",-,2439.00
5/1/1996,45321,Office supplies and stationery stores,-,1235.00
5/1/1996,45322,"Gift, novelty, and souvenir stores",-,1204.00
5/1/1996,45330,Used merchandise stores,-,744.00
5/1/1996,454,Nonstore retailers,-,8881.00
5/1/1996,4541,Electronic shopping and mail-order houses,-,4563.00
5/1/1996,45431,Fuel dealers,-,1458.00
5/1/1996,722,Food services and drinking places,-,21139.00
5/1/1996,7224,Drinking places,-,1094.00
5/1/1996,7225,Restaurants and other eating places,-,18344.00
5/1/1996,722511,Full service restaurants,-,8941.00
5/1/1996,"722513, 722514, 722515",Limited service eating places,-,9403.00
5/1/1996,,Retail sales and food services excl motor vehicle and parts,-,168786.00
5/1/1996,,"Retail sales, total",-,205797.00
5/1/1996,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,147647.00
5/1/1996,,Retail sales and food services excl gasoline stations,-,209508.00
5/1/1996,,GAFO(1),-,55557.00
5/1/1996,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,151358.00
5/1/1996,,"Retail and food services sales, total",-,226936.00
6/1/1996,441,Motor vehicle and parts dealers,-,54914.00
6/1/1996,4411,Automobile dealers,-,47187.00
6/1/1996,"4411, 4412",Automobile and other motor vehicle dealers,-,50191.00
6/1/1996,44111,New car dealers,-,43649.00
6/1/1996,44112,Used car dealers,-,3538.00
6/1/1996,4413,"Automotive parts, acc., and tire stores",-,4723.00
6/1/1996,442,Furniture and home furnishings stores,-,5479.00
6/1/1996,"442, 443","Furniture, home furn, electronics, and appliance stores",-,11376.00
6/1/1996,4421,Furniture stores,-,3205.00
6/1/1996,4422,Home furnishings stores,-,2274.00
6/1/1996,44221,Floor covering stores,-,1211.00
6/1/1996,442299,All other home furnishings stores,Not Available,0.00
6/1/1996,443,Electronics and appliance stores,-,5897.00
6/1/1996,443141,Household appliance stores,-,853.00
6/1/1996,443142,Electronics stores,Not Available,0.00
6/1/1996,444,Building mat. and garden equip. and supplies dealers,-,16177.00
6/1/1996,4441,Building mat. and supplies dealers,-,13529.00
6/1/1996,44412,Paint and wallpaper stores,Not Available,0.00
6/1/1996,44413,Hardware stores,-,1303.00
6/1/1996,445,Food and beverage stores,-,33452.00
6/1/1996,4451,Grocery stores,-,30470.00
6/1/1996,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
6/1/1996,4453,"Beer, wine, and liquor stores",-,1958.00
6/1/1996,446,Health and personal care stores,-,8818.00
6/1/1996,44611,Pharmacies and drug stores,-,7264.00
6/1/1996,447,Gasoline stations,-,16957.00
6/1/1996,448,Clothing and clothing access. stores,-,10554.00
6/1/1996,4481,Clothing stores,-,7277.00
6/1/1996,44811,Men's clothing stores,-,759.00
6/1/1996,44812,Women's clothing stores,-,2375.00
6/1/1996,44814,Family clothing stores,-,3155.00
6/1/1996,44819,Other clothing stores,Not Available,0.00
6/1/1996,4482,Shoe stores,-,1764.00
6/1/1996,44831,Jewelry stores,-,1397.00
6/1/1996,451,"Sporting goods, hobby, musical instrument, and book stores",-,4286.00
6/1/1996,45111,Sporting goods stores,-,1895.00
6/1/1996,45112,"Hobby, toy, and game stores",-,849.00
6/1/1996,451211,Book stores,-,838.00
6/1/1996,452,General merchandise stores,-,25149.00
6/1/1996,4521,Department stores,-,16655.00
6/1/1996,452111,Department stores(excl. discount department stores),-,6797.00
6/1/1996,452112,Discount dept. stores,-,9858.00
6/1/1996,4529,Other general merchandise stores,-,8494.00
6/1/1996,45291,Warehouse clubs and superstores,-,6027.00
6/1/1996,45299,All other gen. merchandise stores,-,2467.00
6/1/1996,453,Miscellaneous store retailers,-,7041.00
6/1/1996,4532,"Office supplies, stationery, and gift stores",-,2220.00
6/1/1996,45321,Office supplies and stationery stores,-,1105.00
6/1/1996,45322,"Gift, novelty, and souvenir stores",-,1115.00
6/1/1996,45330,Used merchandise stores,-,618.00
6/1/1996,454,Nonstore retailers,-,8118.00
6/1/1996,4541,Electronic shopping and mail-order houses,-,4250.00
6/1/1996,45431,Fuel dealers,-,1191.00
6/1/1996,722,Food services and drinking places,-,20669.00
6/1/1996,7224,Drinking places,-,1069.00
6/1/1996,7225,Restaurants and other eating places,-,17985.00
6/1/1996,722511,Full service restaurants,-,8682.00
6/1/1996,"722513, 722514, 722515",Limited service eating places,-,9303.00
6/1/1996,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,141928.00
6/1/1996,,Retail sales and food services excl motor vehicle and parts,-,162597.00
6/1/1996,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,145640.00
6/1/1996,,Retail sales and food services excl gasoline stations,-,200554.00
6/1/1996,,"Retail sales, total",-,196842.00
6/1/1996,,GAFO(1),-,53585.00
6/1/1996,,"Retail and food services sales, total",-,217511.00
7/1/1996,441,Motor vehicle and parts dealers,-,55071.00
7/1/1996,4411,Automobile dealers,-,47404.00
7/1/1996,"4411, 4412",Automobile and other motor vehicle dealers,-,50106.00
7/1/1996,44111,New car dealers,-,43833.00
7/1/1996,44112,Used car dealers,-,3571.00
7/1/1996,4413,"Automotive parts, acc., and tire stores",-,4965.00
7/1/1996,442,Furniture and home furnishings stores,-,5673.00
7/1/1996,"442, 443","Furniture, home furn, electronics, and appliance stores",-,11564.00
7/1/1996,4421,Furniture stores,-,3242.00
7/1/1996,4422,Home furnishings stores,-,2431.00
7/1/1996,44221,Floor covering stores,-,1303.00
7/1/1996,442299,All other home furnishings stores,Not Available,0.00
7/1/1996,443,Electronics and appliance stores,-,5891.00
7/1/1996,443141,Household appliance stores,-,855.00
7/1/1996,443142,Electronics stores,Not Available,0.00
7/1/1996,444,Building mat. and garden equip. and supplies dealers,-,16228.00
7/1/1996,4441,Building mat. and supplies dealers,-,13874.00
7/1/1996,44412,Paint and wallpaper stores,Not Available,0.00
7/1/1996,44413,Hardware stores,-,1238.00
7/1/1996,445,Food and beverage stores,-,34426.00
7/1/1996,4451,Grocery stores,-,31377.00
7/1/1996,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
7/1/1996,4453,"Beer, wine, and liquor stores",-,2034.00
7/1/1996,446,Health and personal care stores,-,9079.00
7/1/1996,44611,Pharmacies and drug stores,-,7484.00
7/1/1996,447,Gasoline stations,-,17039.00
7/1/1996,448,Clothing and clothing access. stores,-,10202.00
7/1/1996,4481,Clothing stores,-,7000.00
7/1/1996,44811,Men's clothing stores,-,660.00
7/1/1996,44812,Women's clothing stores,-,2072.00
7/1/1996,44814,Family clothing stores,-,3192.00
7/1/1996,44819,Other clothing stores,Not Available,0.00
7/1/1996,4482,Shoe stores,-,1738.00
7/1/1996,44831,Jewelry stores,-,1366.00
7/1/1996,451,"Sporting goods, hobby, musical instrument, and book stores",-,4166.00
7/1/1996,45111,Sporting goods stores,-,1833.00
7/1/1996,45112,"Hobby, toy, and game stores",-,877.00
7/1/1996,451211,Book stores,-,786.00
7/1/1996,452,General merchandise stores,-,24073.00
7/1/1996,4521,Department stores,-,15768.00
7/1/1996,452111,Department stores(excl. discount department stores),-,6469.00
7/1/1996,452112,Discount dept. stores,-,9299.00
7/1/1996,4529,Other general merchandise stores,-,8305.00
7/1/1996,45291,Warehouse clubs and superstores,-,5913.00
7/1/1996,45299,All other gen. merchandise stores,-,2392.00
7/1/1996,453,Miscellaneous store retailers,-,7082.00
7/1/1996,4532,"Office supplies, stationery, and gift stores",-,2517.00
7/1/1996,45321,Office supplies and stationery stores,-,1256.00
7/1/1996,45322,"Gift, novelty, and souvenir stores",-,1261.00
7/1/1996,45330,Used merchandise stores,-,591.00
7/1/1996,454,Nonstore retailers,-,8210.00
7/1/1996,4541,Electronic shopping and mail-order houses,-,4442.00
7/1/1996,45431,Fuel dealers,-,1237.00
7/1/1996,722,Food services and drinking places,-,20971.00
7/1/1996,7224,Drinking places,-,1096.00
7/1/1996,7225,Restaurants and other eating places,-,18279.00
7/1/1996,722511,Full service restaurants,-,8944.00
7/1/1996,"722513, 722514, 722515",Limited service eating places,-,9335.00
7/1/1996,,GAFO(1),-,52522.00
7/1/1996,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,146001.00
7/1/1996,,"Retail and food services sales, total",-,218111.00
7/1/1996,,Retail sales and food services excl motor vehicle and parts,-,163040.00
7/1/1996,,Retail sales and food services excl gasoline stations,-,201072.00
7/1/1996,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,142069.00
7/1/1996,,"Retail sales, total",-,197140.00
8/1/1996,441,Motor vehicle and parts dealers,-,55481.00
8/1/1996,4411,Automobile dealers,-,47531.00
8/1/1996,"4411, 4412",Automobile and other motor vehicle dealers,-,50510.00
8/1/1996,44111,New car dealers,-,44020.00
8/1/1996,44112,Used car dealers,-,3511.00
8/1/1996,4413,"Automotive parts, acc., and tire stores",-,4971.00
8/1/1996,442,Furniture and home furnishings stores,-,5893.00
8/1/1996,"442, 443","Furniture, home furn, electronics, and appliance stores",-,12151.00
8/1/1996,4421,Furniture stores,-,3358.00
8/1/1996,4422,Home furnishings stores,-,2535.00
8/1/1996,44221,Floor covering stores,-,1322.00
8/1/1996,442299,All other home furnishings stores,Not Available,0.00
8/1/1996,443,Electronics and appliance stores,-,6258.00
8/1/1996,443141,Household appliance stores,-,899.00
8/1/1996,443142,Electronics stores,Not Available,0.00
8/1/1996,444,Building mat. and garden equip. and supplies dealers,-,15796.00
8/1/1996,4441,Building mat. and supplies dealers,-,13765.00
8/1/1996,44412,Paint and wallpaper stores,Not Available,0.00
8/1/1996,44413,Hardware stores,-,1182.00
8/1/1996,445,Food and beverage stores,-,34841.00
8/1/1996,4451,Grocery stores,-,31747.00
8/1/1996,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
8/1/1996,4453,"Beer, wine, and liquor stores",-,2062.00
8/1/1996,446,Health and personal care stores,-,9182.00
8/1/1996,44611,Pharmacies and drug stores,-,7629.00
8/1/1996,447,Gasoline stations,-,17271.00
8/1/1996,448,Clothing and clothing access. stores,-,12134.00
8/1/1996,4481,Clothing stores,-,8304.00
8/1/1996,44811,Men's clothing stores,-,761.00
8/1/1996,44812,Women's clothing stores,-,2353.00
8/1/1996,44814,Family clothing stores,-,3851.00
8/1/1996,44819,Other clothing stores,Not Available,0.00
8/1/1996,4482,Shoe stores,-,2228.00
8/1/1996,44831,Jewelry stores,-,1466.00
8/1/1996,451,"Sporting goods, hobby, musical instrument, and book stores",-,4989.00
8/1/1996,45111,Sporting goods stores,-,1992.00
8/1/1996,45112,"Hobby, toy, and game stores",-,874.00
8/1/1996,451211,Book stores,-,1359.00
8/1/1996,452,General merchandise stores,-,26711.00
8/1/1996,4521,Department stores,-,17932.00
8/1/1996,452111,Department stores(excl. discount department stores),-,7806.00
8/1/1996,452112,Discount dept. stores,-,10126.00
8/1/1996,4529,Other general merchandise stores,-,8779.00
8/1/1996,45291,Warehouse clubs and superstores,-,6244.00
8/1/1996,45299,All other gen. merchandise stores,-,2535.00
8/1/1996,453,Miscellaneous store retailers,-,7244.00
8/1/1996,4532,"Office supplies, stationery, and gift stores",-,2729.00
8/1/1996,45321,Office supplies and stationery stores,-,1436.00
8/1/1996,45322,"Gift, novelty, and souvenir stores",-,1293.00
8/1/1996,45330,Used merchandise stores,-,611.00
8/1/1996,454,Nonstore retailers,-,8470.00
8/1/1996,4541,Electronic shopping and mail-order houses,-,4586.00
8/1/1996,45431,Fuel dealers,-,1286.00
8/1/1996,722,Food services and drinking places,-,21792.00
8/1/1996,7224,Drinking places,-,1137.00
8/1/1996,7225,Restaurants and other eating places,-,18964.00
8/1/1996,722511,Full service restaurants,-,9513.00
8/1/1996,"722513, 722514, 722515",Limited service eating places,-,9451.00
8/1/1996,,Retail sales and food services excl motor vehicle and parts,-,170581.00
8/1/1996,,GAFO(1),-,58714.00
8/1/1996,,"Retail sales, total",-,204270.00
8/1/1996,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,153310.00
8/1/1996,,"Retail and food services sales, total",-,226062.00
8/1/1996,,Retail sales and food services excl gasoline stations,-,208791.00
8/1/1996,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,148789.00
9/1/1996,441,Motor vehicle and parts dealers,-,51121.00
9/1/1996,4411,Automobile dealers,-,44473.00
9/1/1996,"4411, 4412",Automobile and other motor vehicle dealers,-,46624.00
9/1/1996,44111,New car dealers,-,41252.00
9/1/1996,44112,Used car dealers,-,3221.00
9/1/1996,4413,"Automotive parts, acc., and tire stores",-,4497.00
9/1/1996,442,Furniture and home furnishings stores,-,5589.00
9/1/1996,"442, 443","Furniture, home furn, electronics, and appliance stores",-,11525.00
9/1/1996,4421,Furniture stores,-,3232.00
9/1/1996,4422,Home furnishings stores,-,2357.00
9/1/1996,44221,Floor covering stores,-,1244.00
9/1/1996,442299,All other home furnishings stores,Not Available,0.00
9/1/1996,443,Electronics and appliance stores,-,5936.00
9/1/1996,443141,Household appliance stores,-,817.00
9/1/1996,443142,Electronics stores,Not Available,0.00
9/1/1996,444,Building mat. and garden equip. and supplies dealers,-,14901.00
9/1/1996,4441,Building mat. and supplies dealers,-,12970.00
9/1/1996,44412,Paint and wallpaper stores,Not Available,0.00
9/1/1996,44413,Hardware stores,-,1079.00
9/1/1996,445,Food and beverage stores,-,32214.00
9/1/1996,4451,Grocery stores,-,29495.00
9/1/1996,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
9/1/1996,4453,"Beer, wine, and liquor stores",-,1781.00
9/1/1996,446,Health and personal care stores,-,8611.00
9/1/1996,44611,Pharmacies and drug stores,-,7208.00
9/1/1996,447,Gasoline stations,-,15975.00
9/1/1996,448,Clothing and clothing access. stores,-,10623.00
9/1/1996,4481,Clothing stores,-,7495.00
9/1/1996,44811,Men's clothing stores,-,744.00
9/1/1996,44812,Women's clothing stores,-,2276.00
9/1/1996,44814,Family clothing stores,-,3333.00
9/1/1996,44819,Other clothing stores,Not Available,0.00
9/1/1996,4482,Shoe stores,-,1676.00
9/1/1996,44831,Jewelry stores,-,1323.00
9/1/1996,451,"Sporting goods, hobby, musical instrument, and book stores",-,4334.00
9/1/1996,45111,Sporting goods stores,-,1594.00
9/1/1996,45112,"Hobby, toy, and game stores",-,870.00
9/1/1996,451211,Book stores,-,1040.00
9/1/1996,452,General merchandise stores,-,24163.00
9/1/1996,4521,Department stores,-,16092.00
9/1/1996,452111,Department stores(excl. discount department stores),-,7092.00
9/1/1996,452112,Discount dept. stores,-,9000.00
9/1/1996,4529,Other general merchandise stores,-,8071.00
9/1/1996,45291,Warehouse clubs and superstores,-,5808.00
9/1/1996,45299,All other gen. merchandise stores,-,2263.00
9/1/1996,453,Miscellaneous store retailers,-,6729.00
9/1/1996,4532,"Office supplies, stationery, and gift stores",-,2416.00
9/1/1996,45321,Office supplies and stationery stores,-,1314.00
9/1/1996,45322,"Gift, novelty, and souvenir stores",-,1102.00
9/1/1996,45330,Used merchandise stores,-,588.00
9/1/1996,454,Nonstore retailers,-,9228.00
9/1/1996,4541,Electronic shopping and mail-order houses,-,4875.00
9/1/1996,45431,Fuel dealers,-,1447.00
9/1/1996,722,Food services and drinking places,-,19826.00
9/1/1996,7224,Drinking places,-,1053.00
9/1/1996,7225,Restaurants and other eating places,-,17161.00
9/1/1996,722511,Full service restaurants,-,8642.00
9/1/1996,"722513, 722514, 722515",Limited service eating places,-,8519.00
9/1/1996,,Retail sales and food services excl motor vehicle and parts,-,158129.00
9/1/1996,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,138303.00
9/1/1996,,GAFO(1),-,53061.00
9/1/1996,,Retail sales and food services excl gasoline stations,-,193275.00
9/1/1996,,"Retail sales, total",-,189424.00
9/1/1996,,"Retail and food services sales, total",-,209250.00
9/1/1996,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,142154.00
10/1/1996,441,Motor vehicle and parts dealers,-,54229.00
10/1/1996,4411,Automobile dealers,-,46980.00
10/1/1996,"4411, 4412",Automobile and other motor vehicle dealers,-,49156.00
10/1/1996,44111,New car dealers,-,43454.00
10/1/1996,44112,Used car dealers,-,3526.00
10/1/1996,4413,"Automotive parts, acc., and tire stores",-,5073.00
10/1/1996,442,Furniture and home furnishings stores,-,5970.00
10/1/1996,"442, 443","Furniture, home furn, electronics, and appliance stores",-,12044.00
10/1/1996,4421,Furniture stores,-,3344.00
10/1/1996,4422,Home furnishings stores,-,2626.00
10/1/1996,44221,Floor covering stores,-,1371.00
10/1/1996,442299,All other home furnishings stores,Not Available,0.00
10/1/1996,443,Electronics and appliance stores,-,6074.00
10/1/1996,443141,Household appliance stores,-,856.00
10/1/1996,443142,Electronics stores,Not Available,0.00
10/1/1996,444,Building mat. and garden equip. and supplies dealers,-,16190.00
10/1/1996,4441,Building mat. and supplies dealers,-,14060.00
10/1/1996,44412,Paint and wallpaper stores,Not Available,0.00
10/1/1996,44413,Hardware stores,-,1183.00
10/1/1996,445,Food and beverage stores,-,33524.00
10/1/1996,4451,Grocery stores,-,30674.00
10/1/1996,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
10/1/1996,4453,"Beer, wine, and liquor stores",-,1860.00
10/1/1996,446,Health and personal care stores,-,9288.00
10/1/1996,44611,Pharmacies and drug stores,-,7811.00
10/1/1996,447,Gasoline stations,-,16671.00
10/1/1996,448,Clothing and clothing access. stores,-,11250.00
10/1/1996,4481,Clothing stores,-,8024.00
10/1/1996,44811,Men's clothing stores,-,793.00
10/1/1996,44812,Women's clothing stores,-,2413.00
10/1/1996,44814,Family clothing stores,-,3659.00
10/1/1996,44819,Other clothing stores,Not Available,0.00
10/1/1996,4482,Shoe stores,-,1657.00
10/1/1996,44831,Jewelry stores,-,1451.00
10/1/1996,451,"Sporting goods, hobby, musical instrument, and book stores",-,4340.00
10/1/1996,45111,Sporting goods stores,-,1453.00
10/1/1996,45112,"Hobby, toy, and game stores",-,1094.00
10/1/1996,451211,Book stores,-,899.00
10/1/1996,452,General merchandise stores,-,26366.00
10/1/1996,4521,Department stores,-,17462.00
10/1/1996,452111,Department stores(excl. discount department stores),-,7615.00
10/1/1996,452112,Discount dept. stores,-,9847.00
10/1/1996,4529,Other general merchandise stores,-,8904.00
10/1/1996,45291,Warehouse clubs and superstores,-,6371.00
10/1/1996,45299,All other gen. merchandise stores,-,2533.00
10/1/1996,453,Miscellaneous store retailers,-,7017.00
10/1/1996,4532,"Office supplies, stationery, and gift stores",-,2556.00
10/1/1996,45321,Office supplies and stationery stores,-,1332.00
10/1/1996,45322,"Gift, novelty, and souvenir stores",-,1224.00
10/1/1996,45330,Used merchandise stores,-,631.00
10/1/1996,454,Nonstore retailers,-,11008.00
10/1/1996,4541,Electronic shopping and mail-order houses,-,5816.00
10/1/1996,45431,Fuel dealers,-,1853.00
10/1/1996,722,Food services and drinking places,-,20736.00
10/1/1996,7224,Drinking places,-,1100.00
10/1/1996,7225,Restaurants and other eating places,-,17940.00
10/1/1996,722511,Full service restaurants,-,8998.00
10/1/1996,"722513, 722514, 722515",Limited service eating places,-,8942.00
10/1/1996,,Retail sales and food services excl motor vehicle and parts,-,168434.00
10/1/1996,,"Retail sales, total (excl. motor vehicle and parts dealers)",-,147698.00
10/1/1996,,Retail sales and food services excl gasoline stations,-,205992.00
10/1/1996,,GAFO(1),-,56556.00
10/1/1996,,Retail sales and food services excl motor vehicle and parts and gasoline stations,-,151763.00
10/1/1996,,"Retail sales, total",-,201927.00
10/1/1996,,"Retail and food services sales, total",-,222663.00
11/1/1996,441,Motor vehicle and parts dealers,-,48137.00
11/1/1996,4411,Automobile dealers,-,41746.00
11/1/1996,"4411, 4412",Automobile and other motor vehicle dealers,-,43541.00
11/1/1996,44111,New car dealers,-,38484.00
11/1/1996,44112,Used car dealers,-,3262.00
11/1/1996,4413,"Automotive parts, acc., and tire stores",-,4596.00
11/1/1996,442,Furniture and home furnishings stores,-,6425.00
11/1/1996,"442, 443","Furniture, home furn, electronics, and appliance stores",-,13353.00
11/1/1996,4421,Furniture stores,-,3619.00
11/1/1996,4422,Home furnishings stores,-,2806.00
11/1/1996,44221,Floor covering stores,-,1292.00
11/1/1996,442299,All other home furnishings stores,Not Available,0.00
11/1/1996,443,Electronics and appliance stores,-,6928.00
11/1/1996,443141,Household appliance stores,-,944.00
11/1/1996,443142,Electronics stores,Not Available,0.00
11/1/1996,444,Building mat. and garden equip. and supplies dealers,-,14430.00
11/1/1996,4441,Building mat. and supplies dealers,-,12549.00
11/1/1996,44412,Paint and wallpaper stores,Not Available,0.00
11/1/1996,44413,Hardware stores,-,1172.00
11/1/1996,445,Food and beverage stores,-,34045.00
11/1/1996,4451,Grocery stores,-,31014.00
11/1/1996,44511,Supermarkets and other grocery (except convenience) stores,Not Available,0.00
11/1/1996,4453,"Beer, wine, and liquor stores",-,1992.00
11/1/1996,446,Health and personal care stores,-,9132.00
11/1/1996,44611,Pharmacies and drug stores,-,7699.00
11/1/1996,447,Gasoline stations,-,16237.00
11/1/1996,448,Clothing and clothing access. stores,-,12875.00
11/1/1996,4481,Clothing stores,-,9114.00
11/1/1996,44811,Men's clothing stores,-,919.00
11/1/1996,44812,Women's clothing stores,-,2594.00
11/1/1996,44814,Family clothing stores,-,4339.00
11/1/1996,44819,Other clothing stores,Not Available,0.00
11/1/1996,4482,Shoe stores,-,1778.00
11/1/1996,44831,Jewelry stores,-,1830.00
11/1/1996,451,"Sporting goods, hobby, musical instrument, and book stores",-,5208.00
11/1/1996,45111,Sporting goods stores,-,1608.00
11/1/1996,45112,"Hobby, toy, and game stores",-,2002.00
11/1/1996,451211,Book stores,-,908.00
11/1/1996,452,General merchandise stores,-,31144.00
11/1/1996,4521,Department stores,-,21389.00
11/1/1996,452111,Department stores(excl. discount department stores),-,9591.00
11/1/1996,452112,Discount dept. stores,-,11798.00
11/1/1996,4529,Other general merchandise stores,-,9755.00
11/1/1996,45291,Warehouse clubs and superstores,-,6993.00
11/1/1996,45299,All other gen. merchandise stores,-,2762.00
11/1/1996,453,Miscellaneous store retailers,-,7036.00
11/1/1996,4532,"Office supplies, stationery, and gift stores",-,2918.00
11/1/1996,45321,Office supplies and stationery stores,-,1337.00
11/1/1996,45322,"Gift, novelty, and souvenir stores",-,1581.00
11/1/1996,45330,Used merchandise stores,-,630.00
11/1/1996,454,Nonstore retailers,-,12024.00
11/1/1996,4541,Electronic shopping and mail-order houses,-,6676.00
11/1/1996,45431,Fuel dealers,-,2053.00
11/1/1996,722,Food services and drinking places,-,20332.00
11/1/1996,7224,Drinking places,-,1101.00
11/1/1996,7225,Restaurants and other eating places,-,17583.00
